code,description,chapter,chapter_desc,section,section_desc,inclusion_terms,includes,excludes1,excludes2,use_additional_code,code_first,notes,seven_char_note,seven_char_def_extensions,seven_char_def_notes,parent_codes
Q61,Cystic kidney disease,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Congenital malformations of the urinary system (Q60-Q64),[],[],"['acquired cyst of kidney (N28.1)', ""Potter's syndrome (Q60.6)""]",[],[],[],[],[],{},[],[]
Q62,Congenital obstructive defects of renal pelvis and congenital malformations of ureter,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Congenital malformations of the urinary system (Q60-Q64),[],[],[],[],[],[],[],[],{},[],[]
Q63,Other congenital malformations of kidney,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Congenital malformations of the urinary system (Q60-Q64),[],[],['congenital nephrotic syndrome (N04.-)'],[],[],[],[],[],{},[],[]
Q64,Other congenital malformations of urinary system,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Congenital malformations of the urinary system (Q60-Q64),[],[],[],[],[],[],[],[],{},[],[]
Q65,Congenital deformities of hip,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),[],[],['clicking hip (R29.4)'],[],[],[],[],[],{},[],[]
Q66,Congenital deformities of feet,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),[],[],"['reduction defects of feet (Q72.-)', 'valgus deformities (acquired) (M21.0-)', 'varus deformities (acquired) (M21.1-)']",[],[],[],[],[],{},[],[]
Q67,"Congenital musculoskeletal deformities of head, face, spine and chest",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),[],[],"['congenital malformation syndromes classified to Q87.-', ""Potter's syndrome (Q60.6)""]",[],[],[],[],[],{},[],[]
Q68,Other congenital musculoskeletal deformities,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),[],[],['reduction defects of limb(s) (Q71-Q73)'],['congenital myotonic chondrodystrophy (G71.13)'],[],[],[],[],{},[],[]
Q69,Polydactyly,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),[],[],[],[],[],[],[],[],{},[],[]
Q70,Syndactyly,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),[],[],[],[],[],[],[],[],{},[],[]
Q71,Reduction defects of upper limb,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),[],[],[],[],[],[],[],[],{},[],[]
Q72,Reduction defects of lower limb,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),[],[],[],[],[],[],[],[],{},[],[]
Q73,Reduction defects of unspecified limb,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),[],[],[],[],[],[],[],[],{},[],[]
Q74,Other congenital malformations of limb(s),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),[],[],"['polydactyly (Q69.-)', 'reduction defect of limb (Q71-Q73)', 'syndactyly (Q70.-)']",[],[],[],[],[],{},[],[]
Q75,Other congenital malformations of skull and face bones,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),[],[],"['congenital malformation of face NOS (Q18.-)', 'congenital malformation syndromes classified to Q87.-', 'dentofacial anomalies [including malocclusion] (M26.-)', 'musculoskeletal deformities of head and face (Q67.0-Q67.4)', 'skull defects associated with congenital anomalies of brain such as:', 'anencephaly (Q00.0)', 'encephalocele (Q01.-)', 'hydrocephalus (Q03.-)', 'microcephaly (Q02)']",[],[],[],[],[],{},[],[]
Q76,Congenital malformations of spine and bony thorax,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),[],[],['congenital musculoskeletal deformities of spine and chest (Q67.5-Q67.8)'],[],[],[],[],[],{},[],[]
Q77,Osteochondrodysplasia with defects of growth of tubular bones and spine,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),[],[],['mucopolysaccharidosis (E76.0-E76.3)'],['congenital myotonic chondrodystrophy (G71.13)'],[],[],[],[],{},[],[]
Q78,Other osteochondrodysplasias,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),[],[],[],['congenital myotonic chondrodystrophy (G71.13)'],[],[],[],[],{},[],[]
Q79,"Congenital malformations of musculoskeletal system, not elsewhere classified",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),[],[],[],['congenital (sternomastoid) torticollis (Q68.0)'],[],[],[],[],{},[],[]
Q80,Congenital ichthyosis,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Other congenital malformations (Q80-Q89),[],[],"[""Refsum's disease (G60.1)""]",[],[],[],[],[],{},[],[]
Q81,Epidermolysis bullosa,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Other congenital malformations (Q80-Q89),[],[],[],[],[],[],[],[],{},[],[]
Q82,Other congenital malformations of skin,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Other congenital malformations (Q80-Q89),[],[],"['acrodermatitis enteropathica (E83.2)', 'congenital erythropoietic porphyria (E80.0)', 'pilonidal cyst or sinus (L05.-)', 'Sturge-Weber (-Dimitri) syndrome (Q85.89)']",[],[],[],[],[],{},[],[]
Q83,Congenital malformations of breast,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Other congenital malformations (Q80-Q89),[],[],[],"['absence of pectoral muscle (Q79.8)', 'hypoplasia of breast (N64.82)', 'micromastia (N64.82)']",[],[],[],[],{},[],[]
Q84,Other congenital malformations of integument,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Other congenital malformations (Q80-Q89),[],[],[],[],[],[],[],[],{},[],[]
Q85,"Phakomatoses, not elsewhere classified",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Other congenital malformations (Q80-Q89),[],[],"['ataxia telangiectasia [Louis-Bar] (G11.3)', 'familial dysautonomia [Riley-Day] (G90.1)']",[],[],[],[],[],{},[],[]
Q86,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Other congenital malformations (Q80-Q89),[],[],[],"['iodine-deficiency-related hypothyroidism (E00-E02)', 'nonteratogenic effects of substances transmitted via placenta or breast milk (P04.-)']",[],[],[],[],{},[],[]
Q87,Other specified congenital malformation syndromes affecting multiple systems,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Other congenital malformations (Q80-Q89),[],[],[],[],['code(s) to identify all associated manifestations'],[],[],[],{},[],[]
Q89,"Other congenital malformations, not elsewhere classified",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,Other congenital malformations (Q80-Q89),[],[],[],[],[],[],[],[],{},[],[]
Q90,Down syndrome,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,"Chromosomal abnormalities, not elsewhere classified (Q90-Q99)",[],[],[],[],['code(s) to identify any associated degree of intellectual disabilities (F70-F79)'],[],[],[],{},[],[]
Q91,Trisomy 18 and Trisomy 13,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,"Chromosomal abnormalities, not elsewhere classified (Q90-Q99)",[],[],[],[],[],[],[],[],{},[],[]
Q92,"Other trisomies and partial trisomies of the autosomes, not elsewhere classified",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,"Chromosomal abnormalities, not elsewhere classified (Q90-Q99)",[],['unbalanced translocations and insertions'],"['trisomies of chromosomes 13, 18, 21 (Q90-Q91)']",[],[],[],[],[],{},[],[]
Q93,"Monosomies and deletions from the autosomes, not elsewhere classified",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,"Chromosomal abnormalities, not elsewhere classified (Q90-Q99)",[],[],[],[],[],[],[],[],{},[],[]
Q95,"Balanced rearrangements and structural markers, not elsewhere classified",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,"Chromosomal abnormalities, not elsewhere classified (Q90-Q99)",[],['Robertsonian and balanced reciprocal translocations and insertions'],[],[],[],[],[],[],{},[],[]
Q96,Turner's syndrome,17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,"Chromosomal abnormalities, not elsewhere classified (Q90-Q99)",[],[],['Noonan syndrome (Q87.19)'],[],[],[],[],[],{},[],[]
Q97,"Other sex chromosome abnormalities, female phenotype, not elsewhere classified",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,"Chromosomal abnormalities, not elsewhere classified (Q90-Q99)",[],[],"[""Turner's syndrome (Q96.-)""]",[],[],[],[],[],{},[],[]
Q98,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,"Chromosomal abnormalities, not elsewhere classified (Q90-Q99)",[],[],[],[],[],[],[],[],{},[],[]
Q99,"Other chromosome abnormalities, not elsewhere classified",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",,"Chromosomal abnormalities, not elsewhere classified (Q90-Q99)",[],[],[],[],[],[],[],[],{},[],[]
R00,Abnormalities of heart beat,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the circulatory and respiratory systems (R00-R09),[],[],['abnormalities originating in the perinatal period (P29.1-)'],['specified arrhythmias (I47-I49)'],[],[],[],[],{},[],[]
R01,Cardiac murmurs and other cardiac sounds,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the circulatory and respiratory systems (R00-R09),[],[],['cardiac murmurs and sounds originating in the perinatal period (P29.8)'],[],[],[],[],[],{},[],[]
R03,"Abnormal blood-pressure reading, without diagnosis",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the circulatory and respiratory systems (R00-R09),[],[],[],[],[],[],[],[],{},[],[]
R04,Hemorrhage from respiratory passages,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the circulatory and respiratory systems (R00-R09),[],[],[],[],[],[],[],[],{},[],[]
R05,Cough,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the circulatory and respiratory systems (R00-R09),[],[],"['paroxysmal cough due to Bordetella pertussis (A37.0-)', ""smoker's cough (J41.0)""]",['cough with hemorrhage (R04.2)'],[],[],[],[],{},[],[]
R06,Abnormalities of breathing,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the circulatory and respiratory systems (R00-R09),[],[],"['acute respiratory distress syndrome (J80)', 'respiratory arrest (R09.2)', 'respiratory arrest of newborn (P28.81)', 'respiratory distress syndrome of newborn (P22.-)', 'respiratory failure (J96.-)', 'respiratory failure of newborn (P28.5)']",[],[],[],[],[],{},[],[]
R07,Pain in throat and chest,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the circulatory and respiratory systems (R00-R09),[],[],['epidemic myalgia (B33.0)'],"['jaw pain R68.84', 'pain in breast (N64.4)']",[],[],[],[],{},[],[]
R09,Other symptoms and signs involving the circulatory and respiratory system,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the circulatory and respiratory systems (R00-R09),[],[],"['acute respiratory distress syndrome (J80)', 'respiratory arrest of newborn (P28.81)', 'respiratory distress syndrome of newborn (P22.0)', 'respiratory failure (J96.-)', 'respiratory failure of newborn (P28.5)']",[],[],[],[],[],{},[],[]
R10,Abdominal and pelvic pain,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the digestive system and abdomen (R10-R19),[],[],['renal colic (N23)'],"['dorsalgia (M54.-)', 'flatulence and related conditions (R14.-)']",[],[],[],[],{},[],[]
R11,Nausea and vomiting,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the digestive system and abdomen (R10-R19),[],[],"['cyclical vomiting associated with migraine (G43.A-)', 'excessive vomiting in pregnancy (O21.-)', 'hematemesis (K92.0)', 'neonatal hematemesis (P54.0)', 'newborn vomiting (P92.0-)', 'psychogenic vomiting (F50.89)', 'vomiting associated with bulimia nervosa (F50.2)', 'vomiting following gastrointestinal surgery (K91.0)']",[],[],[],[],[],{},[],[]
R12,Heartburn,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the digestive system and abdomen (R10-R19),[],[],"['dyspepsia NOS (R10.13)', 'functional dyspepsia (K30)']",[],[],[],[],[],{},[],[]
R13,Aphagia and dysphagia,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the digestive system and abdomen (R10-R19),[],[],[],[],[],[],[],[],{},[],[]
R14,Flatulence and related conditions,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the digestive system and abdomen (R10-R19),[],[],['psychogenic aerophagy (F45.8)'],[],[],[],[],[],{},[],[]
R15,Fecal incontinence,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the digestive system and abdomen (R10-R19),[],['encopresis NOS'],['fecal incontinence of nonorganic origin (F98.1)'],[],[],[],[],[],{},[],[]
R16,"Hepatomegaly and splenomegaly, not elsewhere classified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the digestive system and abdomen (R10-R19),[],[],[],[],[],[],[],[],{},[],[]
R17,Unspecified jaundice,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the digestive system and abdomen (R10-R19),[],[],"['neonatal jaundice (P55, P57-P59)']",[],[],[],[],[],{},[],[]
R18,Ascites,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the digestive system and abdomen (R10-R19),[],['fluid in peritoneal cavity'],"['ascites in alcoholic cirrhosis (K70.31)', 'ascites in alcoholic hepatitis (K70.11)', 'ascites in toxic liver disease with chronic active hepatitis (K71.51)']",[],[],[],[],[],{},[],[]
R19,Other symptoms and signs involving the digestive system and abdomen,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the digestive system and abdomen (R10-R19),[],[],['acute abdomen (R10.0)'],[],[],[],[],[],{},[],[]
R20,Disturbances of skin sensation,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the skin and subcutaneous tissue (R20-R23),[],[],"['dissociative anesthesia and sensory loss (F44.6)', 'psychogenic disturbances (F45.8)']",[],[],[],[],[],{},[],[]
R21,Rash and other nonspecific skin eruption,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the skin and subcutaneous tissue (R20-R23),[],['rash NOS'],"['specified type of rash- code to condition', 'vesicular eruption (R23.8)']",[],[],[],[],[],{},[],[]
R22,"Localized swelling, mass and lump of skin and subcutaneous tissue",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the skin and subcutaneous tissue (R20-R23),[],['subcutaneous nodules (localized)(superficial)'],"['abnormal findings on diagnostic imaging (R90-R93)', 'edema (R60.-)', 'enlarged lymph nodes (R59.-)', 'localized adiposity (E65)', 'swelling of joint (M25.4-)']",[],[],[],[],[],{},[],[]
R23,Other skin changes,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the skin and subcutaneous tissue (R20-R23),[],[],[],[],[],[],[],[],{},[],[]
R25,Abnormal involuntary movements,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the nervous and musculoskeletal systems (R25-R29),[],[],"['specific movement disorders (G20-G26)', 'stereotyped movement disorders (F98.4)', 'tic disorders (F95.-)']",[],[],[],[],[],{},[],[]
R26,Abnormalities of gait and mobility,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the nervous and musculoskeletal systems (R25-R29),[],[],"['ataxia NOS (R27.0)', 'hereditary ataxia (G11.-)', 'locomotor (syphilitic) ataxia (A52.11)', 'immobility syndrome (paraplegic) (M62.3)']",[],[],[],[],[],{},[],[]
R27,Other lack of coordination,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the nervous and musculoskeletal systems (R25-R29),[],[],"['ataxic gait (R26.0)', 'hereditary ataxia (G11.-)', 'vertigo NOS (R42)']",[],[],[],[],[],{},[],[]
R29,Other symptoms and signs involving the nervous and musculoskeletal systems,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the nervous and musculoskeletal systems (R25-R29),[],[],[],[],[],[],[],[],{},[],[]
R30,Pain associated with micturition,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the genitourinary system (R30-R39),[],[],['psychogenic pain associated with micturition (F45.8)'],[],[],[],[],[],{},[],[]
R31,Hematuria,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the genitourinary system (R30-R39),[],[],"['hematuria included with underlying conditions, such as:', 'acute cystitis with hematuria (N30.01)', 'recurrent and persistent hematuria in glomerular diseases (N02.-)']",[],[],[],[],[],{},[],[]
R32,Unspecified urinary incontinence,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the genitourinary system (R30-R39),['Enuresis NOS'],[],"['functional urinary incontinence (R39.81)', 'nonorganic enuresis (F98.0)', 'stress incontinence and other specified urinary incontinence (N39.3-N39.4-)', 'urinary incontinence associated with cognitive impairment (R39.81)']",[],[],[],[],[],{},[],[]
R33,Retention of urine,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the genitourinary system (R30-R39),[],[],['psychogenic retention of urine (F45.8)'],[],[],[],[],[],{},[],[]
R34,Anuria and oliguria,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the genitourinary system (R30-R39),[],[],"['anuria and oliguria complicating abortion or ectopic or molar pregnancy (O00-O07, O08.4)', 'anuria and oliguria complicating pregnancy (O26.83-)', 'anuria and oliguria complicating the puerperium (O90.49)']",[],[],[],[],[],{},[],[]
R35,Polyuria,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the genitourinary system (R30-R39),[],[],['psychogenic polyuria (F45.8)'],[],[],"[', if applicable, any causal condition, such as:', 'enlarged prostate (N40.1)']",[],[],{},[],[]
R36,Urethral discharge,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the genitourinary system (R30-R39),[],[],[],[],[],[],[],[],{},[],[]
R37,"Sexual dysfunction, unspecified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the genitourinary system (R30-R39),[],[],[],[],[],[],[],[],{},[],[]
R39,Other and unspecified symptoms and signs involving the genitourinary system,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving the genitourinary system (R30-R39),[],[],[],[],[],[],[],[],{},[],[]
R40,"Somnolence, stupor and coma",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,"Symptoms and signs involving cognition, perception, emotional state and behavior (R40-R46)",[],[],"['neonatal coma (P91.5)', 'somnolence, stupor and coma in diabetes (E08-E13)', 'somnolence, stupor and coma in hepatic failure (K72.-)', 'somnolence, stupor and coma in hypoglycemia (nondiabetic) (E15)']",[],[],[],[],[],{},[],[]
R41,Other symptoms and signs involving cognitive functions and awareness,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,"Symptoms and signs involving cognition, perception, emotional state and behavior (R40-R46)",[],[],"['dissociative [conversion] disorders (F44.-)', 'mild cognitive impairment of uncertain or unknown etiology (G31.84)']",[],[],[],[],[],{},[],[]
R42,Dizziness and giddiness,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,"Symptoms and signs involving cognition, perception, emotional state and behavior (R40-R46)","['Light-headedness', 'Vertigo NOS']",[],"['vertiginous syndromes (H81.-)', 'vertigo from infrasound (T75.23)']",[],[],[],[],[],{},[],[]
R43,Disturbances of smell and taste,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,"Symptoms and signs involving cognition, perception, emotional state and behavior (R40-R46)",[],[],[],[],[],[],[],[],{},[],[]
R44,Other symptoms and signs involving general sensations and perceptions,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,"Symptoms and signs involving cognition, perception, emotional state and behavior (R40-R46)",[],[],"['alcoholic hallucinations (F10.151, F10.251, F10.951)', 'hallucinations in drug psychosis (F11-F19 with fifth to sixth characters 51)', 'hallucinations in mood disorders with psychotic symptoms (F30.2, F31.5, F32.3, F33.3)', 'hallucinations in schizophrenia, schizotypal and delusional disorders (F20-F29)']",['disturbances of skin sensation (R20.-)'],[],[],[],[],{},[],[]
R45,Symptoms and signs involving emotional state,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,"Symptoms and signs involving cognition, perception, emotional state and behavior (R40-R46)",[],[],[],[],[],[],[],[],{},[],[]
R46,Symptoms and signs involving appearance and behavior,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,"Symptoms and signs involving cognition, perception, emotional state and behavior (R40-R46)",[],[],"['appearance and behavior in schizophrenia, schizotypal and delusional disorders (F20-F29)', 'mental and behavioral disorders (F01-F99)']",[],[],[],[],[],{},[],[]
R47,"Speech disturbances, not elsewhere classified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving speech and voice (R47-R49),[],[],"['autism (F84.0)', 'cluttering (F80.81)', 'specific developmental disorders of speech and language (F80.-)', 'stuttering (F80.81)']",[],[],[],[],[],{},[],[]
R48,"Dyslexia and other symbolic dysfunctions, not elsewhere classified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving speech and voice (R47-R49),[],[],['specific developmental disorders of scholastic skills (F81.-)'],[],[],[],[],[],{},[],[]
R49,Voice and resonance disorders,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,Symptoms and signs involving speech and voice (R47-R49),[],[],['psychogenic voice and resonance disorders (F44.4)'],[],[],[],[],[],{},[],[]
R50,Fever of other and unknown origin,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,General symptoms and signs (R50-R69),[],[],"['chills without fever (R68.83)', 'febrile convulsions (R56.0-)', 'fever of unknown origin during labor (O75.2)', 'fever of unknown origin in newborn (P81.9)', 'hypothermia due to illness (R68.0)', 'malignant hyperthermia due to anesthesia (T88.3)', 'puerperal pyrexia NOS (O86.4)']",[],[],[],[],[],{},[],[]
R51,Headache,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,General symptoms and signs (R50-R69),[],[],[],"['atypical face pain (G50.1)', 'migraine and other headache syndromes (G43-G44)', 'trigeminal neuralgia (G50.0)']",[],[],[],[],{},[],[]
R52,"Pain, unspecified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,General symptoms and signs (R50-R69),"['Acute pain NOS', 'Generalized pain NOS', 'Pain NOS']",[],"['acute and chronic pain, not elsewhere classified (G89.-)', 'localized pain, unspecified type - code to pain by site, such as:', 'abdomen pain (R10.-)', 'back pain (M54.9)', 'breast pain (N64.4)', 'chest pain (R07.1-R07.9)', 'ear pain (H92.0-)', 'eye pain (H57.1)', 'headache (R51.9)', 'joint pain (M25.5-)', 'limb pain (M79.6-)', 'lumbar region pain (M54.5-)', 'pelvic and perineal pain (R10.2)', 'shoulder pain (M25.51-)', 'spine pain (M54.-)', 'throat pain (R07.0)', 'tongue pain (K14.6)', 'tooth pain (K08.8)', 'renal colic (N23)', 'pain disorders exclusively related to psychological factors (F45.41)']",[],[],[],[],[],{},[],[]
R53,Malaise and fatigue,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,General symptoms and signs (R50-R69),[],[],[],[],[],[],[],[],{},[],[]
R54,Age-related physical debility,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,General symptoms and signs (R50-R69),"['Frailty', 'Old age', 'Senescence', 'Senile asthenia', 'Senile debility']",[],"['age-related cognitive decline (R41.81)', 'sarcopenia (M62.84)', 'senile psychosis (F03)', 'senility NOS (R41.81)']",[],[],[],[],[],{},[],[]
R55,Syncope and collapse,18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,General symptoms and signs (R50-R69),"['Blackout', 'Fainting', 'Vasovagal attack']",[],"['cardiogenic shock (R57.0)', 'carotid sinus syncope (G90.01)', 'heat syncope (T67.1)', 'neurocirculatory asthenia (F45.8)', 'neurogenic orthostatic hypotension (G90.3)', 'orthostatic hypotension (I95.1)', 'postprocedural shock (T81.1-)', 'psychogenic syncope (F48.8)', 'shock NOS (R57.9)', 'shock complicating or following abortion or ectopic or molar pregnancy (O00-O07, O08.3)', 'shock complicating or following labor and delivery (O75.1)', 'Stokes-Adams attack (I45.9)', 'unconsciousness NOS (R40.2-)']",[],[],[],[],[],{},[],[]
R56,"Convulsions, not elsewhere classified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",,General symptoms and signs (R50-R69),[],[],"['dissociative convulsions and seizures (F44.5)', 'epileptic convulsions and seizures (G40.-)', 'newborn convulsions and seizures (P90)']",[],[],[],[],[],{},[],[]
